Code postal;Commune;Ancienne commune;Département;Nom département;Région
01190;ST ETIENNE SUR REYSSOUZE;;01;Ain;Auvergne-Rhône-Alpes
01190;GORREVOD;;01;Ain;Auvergne-Rhône-Alpes
01190;REYSSOUZE;;01;Ain;Auvergne-Rhône-Alpes
01190;ST BENIGNE;;01;Ain;Auvergne-Rhône-Alpes
01190;SERMOYER;;01;Ain;Auvergne-Rhône-Alpes
01200;VALSERHONE;OCHIAZ;01;Ain;Auvergne-Rhône-Alpes
01200;LEAZ;;01;Ain;Auvergne-Rhône-Alpes
01200;VALSERHONE;BELLEGARDE SUR VALSERINE;01;Ain;Auvergne-Rhône-Alpes
01200;VALSERHONE;VOUVRAY;01;Ain;Auvergne-Rhône-Alpes
01200;INJOUX GENISSIAT;;01;Ain;Auvergne-Rhône-Alpes
01200;INJOUX GENISSIAT;CRAZ;01;Ain;Auvergne-Rhône-Alpes
01200;VALSERHONE;LANCRANS;01;Ain;Auvergne-Rhône-Alpes
01200;VILLES;;01;Ain;Auvergne-Rhône-Alpes
01200;VALSERHONE;CHATILLON EN MICHAILLE;01;Ain;Auvergne-Rhône-Alpes
01200;BILLIAT;;01;Ain;Auvergne-Rhône-Alpes
01200;CHEZERY FORENS;;01;Ain;Auvergne-Rhône-Alpes
01200;CONFORT;;01;Ain;Auvergne-Rhône-Alpes
01200;MONTANGES;;01;Ain;Auvergne-Rhône-Alpes
01200;ELOISE;;01;Ain;Auvergne-Rhône-Alpes
01210;FERNEY VOLTAIRE;;01;Ain;Auvergne-Rhône-Alpes
01210;VERSONNEX;;01;Ain;Auvergne-Rhône-Alpes
01210;ORNEX;;01;Ain;Auvergne-Rhône-Alpes
01220;SAUVERNY;;01;Ain;Auvergne-Rhône-Alpes
01220;GRILLY;;01;Ain;Auvergne-Rhône-Alpes
01220;DIVONNE LES BAINS;;01;Ain;Auvergne-Rhône-Alpes
01230;EVOSGES;;01;Ain;Auvergne-Rhône-Alpes
01230;NIVOLLET MONTGRIFFON;;01;Ain;Auvergne-Rhône-Alpes
01230;CONAND;;01;Ain;Auvergne-Rhône-Alpes
01230;CHALEY;;01;Ain;Auvergne-Rhône-Alpes
01230;ARANDAS;;01;Ain;Auvergne-Rhône-Alpes
01230;ONCIEU;;01;Ain;Auvergne-Rhône-Alpes
01230;TENAY;;01;Ain;Auvergne-Rhône-Alpes
01230;ARGIS;;01;Ain;Auvergne-Rhône-Alpes
01230;CLEYZIEU;;01;Ain;Auvergne-Rhône-Alpes
01230;ST RAMBERT EN BUGEY;;01;Ain;Auvergne-Rhône-Alpes
01230;TORCIEU;;01;Ain;Auvergne-Rhône-Alpes
01240;LA CHAPELLE DU CHATELARD;;01;Ain;Auvergne-Rhône-Alpes
01240;DOMPIERRE SUR VEYLE;;01;Ain;Auvergne-Rhône-Alpes
01240;ST ANDRE LE BOUCHOUX;;01;Ain;Auvergne-Rhône-Alpes
01240;CERTINES;;01;Ain;Auvergne-Rhône-Alpes
01240;MARLIEUX;;01;Ain;Auvergne-Rhône-Alpes
01240;ST PAUL DE VARAX;;01;Ain;Auvergne-Rhône-Alpes
01240;LENT;;01;Ain;Auvergne-Rhône-Alpes
01240;ST GERMAIN SUR RENON;;01;Ain;Auvergne-Rhône-Alpes
01250;CORVEISSIAT;;01;Ain;Auvergne-Rhône-Alpes
01250;HAUTECOURT ROMANECHE;;01;Ain;Auvergne-Rhône-Alpes
01250;HAUTECOURT ROMANECHE;ROMANECHE;01;Ain;Auvergne-Rhône-Alpes
01250;JASSERON;;01;Ain;Auvergne-Rhône-Alpes
01250;BOHAS MEYRIAT RIGNAT;RIGNAT;01;Ain;Auvergne-Rhône-Alpes
01250;RAMASSE;;01;Ain;Auvergne-Rhône-Alpes
01250;CEYZERIAT;;01;Ain;Auvergne-Rhône-Alpes
01250;NIVIGNE ET SURAN;GERMAGNAT;01;Ain;Auvergne-Rhône-Alpes
01250;VILLEREVERSURE;;01;Ain;Auvergne-Rhône-Alpes
01250;NIVIGNE ET SURAN;CHAVANNES SUR SURAN;01;Ain;Auvergne-Rhône-Alpes
01250;CIZE;;01;Ain;Auvergne-Rhône-Alpes
01250;BOHAS MEYRIAT RIGNAT;;01;Ain;Auvergne-Rhône-Alpes
01250;MONTAGNAT;;01;Ain;Auvergne-Rhône-Alpes
01250;REVONNAS;;01;Ain;Auvergne-Rhône-Alpes
01250;SIMANDRE SUR SURAN;;01;Ain;Auvergne-Rhône-Alpes
01250;DROM;;01;Ain;Auvergne-Rhône-Alpes
01250;GRAND CORENT;;01;Ain;Auvergne-Rhône-Alpes
01250;POUILLAT;;01;Ain;Auvergne-Rhône-Alpes
01250;ST JUST;;01;Ain;Auvergne-Rhône-Alpes
01250;TOSSIAT;;01;Ain;Auvergne-Rhône-Alpes
01250;JOURNANS;;01;Ain;Auvergne-Rhône-Alpes
01250;BOHAS MEYRIAT RIGNAT;BOHAS;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;BELMONT LUTHEZIEU;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;LOMPNIEU;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;LUTHEZIEU;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;SUTRIEU;01;Ain;Auvergne-Rhône-Alpes
01260;CHAMPAGNE EN VALROMEY;;01;Ain;Auvergne-Rhône-Alpes
01260;CHAMPAGNE EN VALROMEY;LILIGNOD;01;Ain;Auvergne-Rhône-Alpes
01260;CHAMPAGNE EN VALROMEY;PASSIN;01;Ain;Auvergne-Rhône-Alpes
01260;ARVIERE EN VALROMEY;LOCHIEU;01;Ain;Auvergne-Rhône-Alpes
01260;HAUT VALROMEY;LE GRAND ABERGEMENT;01;Ain;Auvergne-Rhône-Alpes
01260;HAUT VALROMEY;SONGIEU;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;CHARANCIN;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;FITIGNIEU;01;Ain;Auvergne-Rhône-Alpes
01260;HAUT VALROMEY;HOTONNES;01;Ain;Auvergne-Rhône-Alpes
01260;RUFFIEU;;01;Ain;Auvergne-Rhône-Alpes
01260;ARVIERE EN VALROMEY;VIRIEU LE PETIT;01;Ain;Auvergne-Rhône-Alpes
01260;VALROMEY SUR SERAN;VIEU;01;Ain;Auvergne-Rhône-Alpes
01260;HAUT VALROMEY;LE PETIT ABERGEMENT;01;Ain;Auvergne-Rhône-Alpes
01260;ARVIERE EN VALROMEY;BRENAZ;01;Ain;Auvergne-Rhône-Alpes
01270;BEAUPONT;;01;Ain;Auvergne-Rhône-Alpes
01270;VERJON;;01;Ain;Auvergne-Rhône-Alpes
01270;VILLEMOTIER;;01;Ain;Auvergne-Rhône-Alpes
01270;PIRAJOUX;;01;Ain;Auvergne-Rhône-Alpes
01270;SALAVRE;;01;Ain;Auvergne-Rhône-Alpes
01270;COLIGNY;;01;Ain;Auvergne-Rhône-Alpes
01270;DOMSURE;;01;Ain;Auvergne-Rhône-Alpes
01280;PREVESSIN MOENS;;01;Ain;Auvergne-Rhône-Alpes
01280;PREVESSIN MOENS;MOENS;01;Ain;Auvergne-Rhône-Alpes
01290;BIZIAT;;01;Ain;Auvergne-Rhône-Alpes
01290;GRIEGES;;01;Ain;Auvergne-Rhône-Alpes
01290;CROTTET;;01;Ain;Auvergne-Rhône-Alpes
01290;CRUZILLES LES MEPILLAT;;01;Ain;Auvergne-Rhône-Alpes
01290;PONT DE VEYLE;;01;Ain;Auvergne-Rhône-Alpes
01290;ST ANDRE D HUIRIAT;;01;Ain;Auvergne-Rhône-Alpes
01290;ST JEAN SUR VEYLE;;01;Ain;Auvergne-Rhône-Alpes
01290;BEY;;01;Ain;Auvergne-Rhône-Alpes
01290;CORMORANCHE SUR SAONE;;01;Ain;Auvergne-Rhône-Alpes
01290;LAIZ;;01;Ain;Auvergne-Rhône-Alpes
01300;ANDERT ET CONDON;;01;Ain;Auvergne-Rhône-Alpes
01300;CUZIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;PREMEYZEL;;01;Ain;Auvergne-Rhône-Alpes
01300;BREGNIER CORDON;;01;Ain;Auvergne-Rhône-Alpes
01300;CONZIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;MAGNIEU;ST CHAMP;01;Ain;Auvergne-Rhône-Alpes
01300;MARIGNIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;PARVES ET NATTAGES;NATTAGES;01;Ain;Auvergne-Rhône-Alpes
01300;PARVES ET NATTAGES;PARVES;01;Ain;Auvergne-Rhône-Alpes
01300;AMBLEON;;01;Ain;Auvergne-Rhône-Alpes
01300;ARBOYS EN BUGEY;ARBIGNIEU;01;Ain;Auvergne-Rhône-Alpes
01300;BELLEY;;01;Ain;Auvergne-Rhône-Alpes
01300;CHAZEY BONS;;01;Ain;Auvergne-Rhône-Alpes
01300;COLOMIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;MURS ET GELIGNIEUX;;01;Ain;Auvergne-Rhône-Alpes
01300;GROSLEE ST BENOIT;ST BENOIT;01;Ain;Auvergne-Rhône-Alpes
01300;VIRIGNIN;;01;Ain;Auvergne-Rhône-Alpes
01300;BRENS;;01;Ain;Auvergne-Rhône-Alpes
01300;CONTREVOZ;;01;Ain;Auvergne-Rhône-Alpes
01300;IZIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;MAGNIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;MASSIGNIEU DE RIVES;;01;Ain;Auvergne-Rhône-Alpes
01300;PEYRIEU;;01;Ain;Auvergne-Rhône-Alpes
01300;ST GERMAIN LES PAROISSES;;01;Ain;Auvergne-Rhône-Alpes
01300;ARBOYS EN BUGEY;ST BOIS;01;Ain;Auvergne-Rhône-Alpes
01310;CONFRANCON;;01;Ain;Auvergne-Rhône-Alpes
01310;BUELLAS;;01;Ain;Auvergne-Rhône-Alpes
01310;BUELLAS;CORGENON;01;Ain;Auvergne-Rhône-Alpes
01310;ST MARTIN LE CHATEL;;01;Ain;Auvergne-Rhône-Alpes
01310;ST REMY;;01;Ain;Auvergne-Rhône-Alpes
01310;CURTAFOND;;01;Ain;Auvergne-Rhône-Alpes
01310;MONTRACOL;;01;Ain;Auvergne-Rhône-Alpes
01310;MONTCET;;01;Ain;Auvergne-Rhône-Alpes
01310;POLLIAT;;01;Ain;Auvergne-Rhône-Alpes
01320;CRANS;;01;Ain;Auvergne-Rhône-Alpes
01320;VILLETTE SUR AIN;;01;Ain;Auvergne-Rhône-Alpes
01320;CHALAMONT;;01;Ain;Auvergne-Rhône-Alpes
01320;ST NIZIER LE DESERT;;01;Ain;Auvergne-Rhône-Alpes
01320;CHATILLON LA PALUD;;01;Ain;Auvergne-Rhône-Alpes
01320;CHATENAY;;01;Ain;Auvergne-Rhône-Alpes
01330;BIRIEUX;;01;Ain;Auvergne-Rhône-Alpes
01330;BOULIGNEUX;;01;Ain;Auvergne-Rhône-Alpes
01330;LAPEYROUSE;;01;Ain;Auvergne-Rhône-Alpes
01330;LE PLANTAY;;01;Ain;Auvergne-Rhône-Alpes
01330;VILLARS LES DOMBES;;01;Ain;Auvergne-Rhône-Alpes
01330;VERSAILLEUX;;01;Ain;Auvergne-Rhône-Alpes
01330;AMBERIEUX EN DOMBES;;01;Ain;Auvergne-Rhône-Alpes
01330;STE OLIVE;;01;Ain;Auvergne-Rhône-Alpes
01340;BRESSE VALLONS;CRAS SUR REYSSOUZE;01;Ain;Auvergne-Rhône-Alpes
01340;MALAFRETAZ;;01;Ain;Auvergne-Rhône-Alpes
01340;MARSONNAS;;01;Ain;Auvergne-Rhône-Alpes
01340;FOISSIAT;;01;Ain;Auvergne-Rhône-Alpes
01340;ATTIGNAT;;01;Ain;Auvergne-Rhône-Alpes
01340;BEREZIAT;;01;Ain;Auvergne-Rhône-Alpes
01340;BRESSE VALLONS;ETREZ;01;Ain;Auvergne-Rhône-Alpes
01340;JAYAT;;01;Ain;Auvergne-Rhône-Alpes
01340;ST DIDIER D AUSSIAT;;01;Ain;Auvergne-Rhône-Alpes
01340;ST SULPICE;;01;Ain;Auvergne-Rhône-Alpes
01340;MONTREVEL EN BRESSE;;01;Ain;Auvergne-Rhône-Alpes
01350;FLAXIEU;;01;Ain;Auvergne-Rhône-Alpes
01350;LAVOURS;;01;Ain;Auvergne-Rhône-Alpes
01350;BEON;;01;Ain;Auvergne-Rhône-Alpes
01350;CEYZERIEU;;01;Ain;Auvergne-Rhône-Alpes
01350;CRESSIN ROCHEFORT;;01;Ain;Auvergne-Rhône-Alpes
01350;VONGNES;;01;Ain;Auvergne-Rhône-Alpes
01350;ANGLEFORT;;01;Ain;Auvergne-Rhône-Alpes
01350;POLLIEU;;01;Ain;Auvergne-Rhône-Alpes
01350;CULOZ;;01;Ain;Auvergne-Rhône-Alpes
01360;BELIGNEUX;;01;Ain;Auvergne-Rhône-Alpes
01360;BRESSOLLES;LA LECHERE;01;Ain;Auvergne-Rhône-Alpes
01360;BALAN;;01;Ain;Auvergne-Rhône-Alpes
01360;BRESSOLLES;;01;Ain;Auvergne-Rhône-Alpes
01360;BELIGNEUX;CAMP DE LA VALBONNE;01;Ain;Auvergne-Rhône-Alpes
01360;BELIGNEUX;CHANES;01;Ain;Auvergne-Rhône-Alpes
01360;BELIGNEUX;LA VALBONNE;01;Ain;Auvergne-Rhône-Alpes
01360;LOYETTES;;01;Ain;Auvergne-Rhône-Alpes
01370;COURMANGOUX;;01;Ain;Auvergne-Rhône-Alpes
01370;MEILLONNAS;;01;Ain;Auvergne-Rhône-Alpes
01370;VAL REVERMONT;TREFFORT CUISIAT;01;Ain;Auvergne-Rhône-Alpes
01370;VAL REVERMONT;CUISIAT;01;Ain;Auvergne-Rhône-Alpes
01370;BENY;;01;Ain;Auvergne-Rhône-Alpes
01370;ST ETIENNE DU BOIS;;01;Ain;Auvergne-Rhône-Alpes
01370;VAL REVERMONT;PRESSIAT;01;Ain;Auvergne-Rhône-Alpes
01380;ST ANDRE DE BAGE;;01;Ain;Auvergne-Rhône-Alpes
01380;ST GENIS SUR MENTHON;;01;Ain;Auvergne-Rhône-Alpes
01380;BAGE LE CHATEL;;01;Ain;Auvergne-Rhône-Alpes
01380;BOISSEY;;01;Ain;Auvergne-Rhône-Alpes
01380;ST CYR SUR MENTHON;;01;Ain;Auvergne-Rhône-Alpes
01380;BAGE DOMMARTIN;BAGE LA VILLE;01;Ain;Auvergne-Rhône-Alpes
01380;BAGE DOMMARTIN;DOMMARTIN;01;Ain;Auvergne-Rhône-Alpes
01390;CIVRIEUX;;01;Ain;Auvergne-Rhône-Alpes
01390;MIONNAY;;01;Ain;Auvergne-Rhône-Alpes
01390;ST MARCEL;;01;Ain;Auvergne-Rhône-Alpes
01390;MONTHIEUX;;01;Ain;Auvergne-Rhône-Alpes
01390;ST ANDRE DE CORCY;;01;Ain;Auvergne-Rhône-Alpes
01390;TRAMOYES;;01;Ain;Auvergne-Rhône-Alpes
01390;RANCE;;01;Ain;Auvergne-Rhône-Alpes
01390;ST JEAN DE THURIGNEUX;;01;Ain;Auvergne-Rhône-Alpes
01400;NEUVILLE LES DAMES;;01;Ain;Auvergne-Rhône-Alpes
01400;ROMANS;;01;Ain;Auvergne-Rhône-Alpes
01400;ST GEORGES SUR RENON;;01;Ain;Auvergne-Rhône-Alpes
01400;CONDEISSIAT;;01;Ain;Auvergne-Rhône-Alpes
01400;L ABERGEMENT CLEMENCIAT;;01;Ain;Auvergne-Rhône-Alpes
01400;SANDRANS;;01;Ain;Auvergne-Rhône-Alpes
01400;SULIGNAT;;01;Ain;Auvergne-Rhône-Alpes
01400;CHANOZ CHATENAY;;01;Ain;Auvergne-Rhône-Alpes
01400;CHATILLON SUR CHALARONNE;;01;Ain;Auvergne-Rhône-Alpes
01400;DOMPIERRE SUR CHALARONNE;;01;Ain;Auvergne-Rhône-Alpes
01410;CHEZERY FORENS;;01;Ain;Auvergne-Rhône-Alpes
01410;CHAMPFROMIER;;01;Ain;Auvergne-Rhône-Alpes
01410;LELEX;;01;Ain;Auvergne-Rhône-Alpes
01410;MIJOUX;;01;Ain;Auvergne-Rhône-Alpes
01410;LAJOUX;;01;Ain;Auvergne-Rhône-Alpes
01420;CHANAY;;01;Ain;Auvergne-Rhône-Alpes
01420;CORBONOD;;01;Ain;Auvergne-Rhône-Alpes
01420;SURJOUX LHOPITAL;LHOPITAL;01;Ain;Auvergne-Rhône-Alpes
01420;SURJOUX LHOPITAL;SURJOUX;01;Ain;Auvergne-Rhône-Alpes
01420;SEYSSEL;;01;Ain;Auvergne-Rhône-Alpes
01430;CHEVILLARD;;01;Ain;Auvergne-Rhône-Alpes
01430;LANTENAY;;01;Ain;Auvergne-Rhône-Alpes
01430;ST MARTIN DU FRENE;;01;Ain;Auvergne-Rhône-Alpes
01430;CONDAMINE;;01;Ain;Auvergne-Rhône-Alpes
01430;IZENAVE;;01;Ain;Auvergne-Rhône-Alpes
01430;CEIGNES;;01;Ain;Auvergne-Rhône-Alpes
01430;MAILLAT;;01;Ain;Auvergne-Rhône-Alpes
01430;OUTRIAZ;;01;Ain;Auvergne-Rhône-Alpes
01430;PEYRIAT;;01;Ain;Auvergne-Rhône-Alpes
01430;VIEU D IZENAVE;;01;Ain;Auvergne-Rhône-Alpes
01440;VIRIAT;;01;Ain;Auvergne-Rhône-Alpes
01450;MERIGNAT;;01;Ain;Auvergne-Rhône-Alpes
01450;CERDON;;01;Ain;Auvergne-Rhône-Alpes
01450;CHALLES LA MONTAGNE;;01;Ain;Auvergne-Rhône-Alpes
01450;LEYSSARD;;01;Ain;Auvergne-Rhône-Alpes
01450;PONCIN;;01;Ain;Auvergne-Rhône-Alpes
01450;LABALME;;01;Ain;Auvergne-Rhône-Alpes
01450;BOLOZON;;01;Ain;Auvergne-Rhône-Alpes
01450;ST ALBAN;;01;Ain;Auvergne-Rhône-Alpes
01450;SERRIERES SUR AIN;;01;Ain;Auvergne-Rhône-Alpes
01460;BEARD GEOVREISSIAT;;01;Ain;Auvergne-Rhône-Alpes
01460;PORT;;01;Ain;Auvergne-Rhône-Alpes
01460;BRION;;01;Ain;Auvergne-Rhône-Alpes
01460;MONTREAL LA CLUSE;;01;Ain;Auvergne-Rhône-Alpes
01460;NURIEUX VOLOGNAT;VOLOGNAT;01;Ain;Auvergne-Rhône-Alpes
01460;NURIEUX VOLOGNAT;;01;Ain;Auvergne-Rhône-Alpes
01460;NANTUA;;01;Ain;Auvergne-Rhône-Alpes
01470;SERRIERES DE BRIORD;;01;Ain;Auvergne-Rhône-Alpes
01470;BENONCES;;01;Ain;Auvergne-Rhône-Alpes
01470;MONTAGNIEU;;01;Ain;Auvergne-Rhône-Alpes
01470;SEILLONNAZ;;01;Ain;Auvergne-Rhône-Alpes
01470;BRIORD;;01;Ain;Auvergne-Rhône-Alpes
01480;JASSANS RIOTTIER;;01;Ain;Auvergne-Rhône-Alpes
01480;MESSIMY SUR SAONE;;01;Ain;Auvergne-Rhône-Alpes
01480;ARS SUR FORMANS;;01;Ain;Auvergne-Rhône-Alpes
01480;VILLENEUVE;;01;Ain;Auvergne-Rhône-Alpes
01480;BEAUREGARD;;01;Ain;Auvergne-Rhône-Alpes
01480;CHALEINS;;01;Ain;Auvergne-Rhône-Alpes
01480;FAREINS;;01;Ain;Auvergne-Rhône-Alpes
01480;FRANS;;01;Ain;Auvergne-Rhône-Alpes
01480;SAVIGNEUX;;01;Ain;Auvergne-Rhône-Alpes
01500;DOUVRES;;01;Ain;Auvergne-Rhône-Alpes
01500;AMBRONAY;;01;Ain;Auvergne-Rhône-Alpes
01500;CHATEAU GAILLARD;;01;Ain;Auvergne-Rhône-Alpes
01500;ST MAURICE DE REMENS;;01;Ain;Auvergne-Rhône-Alpes
01500;BETTANT;;01;Ain;Auvergne-Rhône-Alpes
01500;ST DENIS EN BUGEY;;01;Ain;Auvergne-Rhône-Alpes
01500;AMBERIEU EN BUGEY;;01;Ain;Auvergne-Rhône-Alpes
01500;AMBUTRIX;;01;Ain;Auvergne-Rhône-Alpes
01510;LA BURBANCHE;;01;Ain;Auvergne-Rhône-Alpes
01510;ORDONNAZ;;01;Ain;Auvergne-Rhône-Alpes
01510;CHAZEY BONS;PUGIEU;01;Ain;Auvergne-Rhône-Alpes
01510;ST MARTIN DE BAVEL;;01;Ain;Auvergne-Rhône-Alpes
01510;TALISSIEU;;01;Ain;Auvergne-Rhône-Alpes
01510;ROSSILLON;;01;Ain;Auvergne-Rhône-Alpes
01510;VIRIEU LE GRAND;;01;Ain;Auvergne-Rhône-Alpes
01510;ARMIX;;01;Ain;Auvergne-Rhône-Alpes
01510;ARTEMARE;;01;Ain;Auvergne-Rhône-Alpes
01510;CHEIGNIEU LA BALME;;01;Ain;Auvergne-Rhône-Alpes
01510;ARVIERE EN VALROMEY;CHAVORNAY;01;Ain;Auvergne-Rhône-Alpes
01540;ST JULIEN SUR VEYLE;;01;Ain;Auvergne-Rhône-Alpes
01540;VONNAS;;01;Ain;Auvergne-Rhône-Alpes
01540;PERREX;;01;Ain;Auvergne-Rhône-Alpes
